Document ID,consent,group,initial_answers,initial_quiz_time,initial_selected_options,retry_answers,retry_quiz_time,retry_selected_options,subgroup,user_id,participantID,age,education,gender,income,initial_list,1Q1,1Q2,1Q3,1Q4,1Q5,1Q6,1Q7,retry_list,2Q1,2Q2,2Q3,2Q4,2Q5,2Q6,2Q7,1Q_acc,2Q_acc
KZ-UJLP-TTV6,TRUE,4,"[true, true, true, true, false, false]",130,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-UJLP-TTV6""",pa879caeb,42,,"""female""","""$85,000 to $114,999""","[True, True, True, True, False, False]",1,1,1,1,0,0,,,,,,,,,,0.666666667,
KZ-VSJQ-G8CC,TRUE,4,"[false, true, true, true, true, true]",126,"[""None of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-VSJQ-G8CC""",pfc462323,38,,"""male""","""$200,000 or more""","[False, True, True, True, True, True]",0,1,1,1,1,1,,,,,,,,,,0.833333333,
KZ-RFUK-K9QR,TRUE,4,"[true, false, true, false, false, true]",111,"[""Web browser type or IP address"", ""By disabling the app from their phone"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-RFUK-K9QR""",pd2bcaa26,38,,"""female""","""$60,000 to $84,999""","[True, False, True, False, False, True]",1,0,1,0,0,1,,,,,,,,,,0.5,
KZ-NXUR-87YJ,TRUE,4,"[true, false, false, true, false, false]",39,"[""Web browser type or IP address"", ""By clearing their internet browser history"", ""Automatically masks it before storing"", ""A binding decision is made outside of court by a third party"", ""Only if the website knows the user is under 10 years old"", ""When a third-party company requests it for advertising""]",,,,,"""KZ-NXUR-87YJ""",pfa3c73dc,41,,"""female""","""$85,000 to $114,999""","[True, False, False, True, False, False]",1,0,0,1,0,0,,,,,,,,,,0.333333333,
KZ-BR8Q-UVS6,TRUE,4,"[true, true, true, false, true, true]",73,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-BR8Q-UVS6""",pad0b6834,38,,"""female""","""$60,000 to $84,999""","[True, True, True, False, True, True]",1,1,1,0,1,1,,,,,,,,,,0.833333333,
KZ-Z3VP-L5BC,TRUE,4,"[false, true, true, false, true, false]",62,"[""Physical home address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-Z3VP-L5BC""",pf68e7877,36,,"""male""","""$85,000 to $114,999""","[False, True, True, False, True, False]",0,1,1,0,1,0,,,,,,,,,,0.5,
KZ-B658-39HM,TRUE,4,"[true, true, true, true, true, true]",213,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-B658-39HM""",pa722af1d,37,,"""male""","""$60,000 to $84,999""","[True, True, True, True, True, True]",1,1,1,1,1,1,,,,,,,,,,1,
KZ-FKTJ-FUYY,TRUE,4,"[true, true, false, false, true, true]",59,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Requests approval from the app store"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-FKTJ-FUYY""",pfda175e2,29,,"""female""","""$85,000 to $114,999""","[True, True, False, False, True, True]",1,1,0,0,1,1,,,,,,,,,,0.666666667,
KZ-HZNY-G68F,TRUE,4,"[false, true, true, false, false, false]",118,"[""None of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-HZNY-G68F""",pdbeb7087,26,,"""male""","""$150,000 to $199,999""","[False, True, True, False, False, False]",0,1,1,0,0,0,,,,,,,,,,0.333333333,
KZ-Y68S-BNLR,TRUE,4,"[false, false, true, false, true, true]",80,"[""None of the above"", ""By reporting the childâ€™s profile to moderators"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-Y68S-BNLR""",pb142f4db,31,,"""male""","""$40,000 to $59,999""","[False, False, True, False, True, True]",0,0,1,0,1,1,,,,,,,,,,0.5,
KZ-P669-4EQQ,TRUE,4,"[false, true, true, false, true, false]",54,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-P669-4EQQ""",pf8f3fcce,27,,"""male""","""$85,000 to $114,999""","[False, True, True, False, True, False]",0,1,1,0,1,0,,,,,,,,,,0.5,
KZ-VCCY-GJ6B,TRUE,4,"[true, true, true, true, true, true]",77,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-VCCY-GJ6B""",pfdf90801,40,,"""male""","""$115,000 to $149,999""","[True, True, True, True, True, True]",1,1,1,1,1,1,,,,,,,,,,1,
KZ-HT5T-LVP5,TRUE,4,"[false, true, false, false, false, false]",306,"[""Social Security Number"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Requests approval from the app store"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-HT5T-LVP5""",pf7bff17f,37,,"""male""","""$40,000 to $59,999""","[False, True, False, False, False, False]",0,1,0,0,0,0,,,,,,,,,,0.166666667,
KZ-3GA6-7VXN,TRUE,4,"[true, true, true, false, false, true]",124,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-3GA6-7VXN""",pf0397db1,26,,"""female""","""$40,000 to $59,999""","[True, True, True, False, False, True]",1,1,1,0,0,1,,,,,,,,,,0.666666667,
KZ-EHJH-S52H,TRUE,4,"[false, true, true, false, false, false]",142,"[""None of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-EHJH-S52H""",pa072834c,32,,"""female""","""$25,000 to $39,999""","[False, True, True, False, False, False]",0,1,1,0,0,0,,,,,,,,,,0.333333333,
KZ-6VMY-TP3J,TRUE,4,"[true, true, true, false, false, false]",220,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For users aged 13â€“17 if they are not in school"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-6VMY-TP3J""",pc18f56f5,27,,"""male""","""$40,000 to $59,999""","[True, True, True, False, False, False]",1,1,1,0,0,0,,,,,,,,,,0.5,
KZ-Y2Q6-HBVG,FALSE,4,"[false, true, false, true, true, false]",63,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Requests approval from the app store"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-Y2Q6-HBVG""",pcbfd747c,36,,"""female""","""$60,000 to $84,999""","[False, True, False, True, True, False]",0,1,0,1,1,0,,,,,,,,,,0.5,
KZ-QD63-HJ48,TRUE,4,"[true, true, true, true, false, true]",126,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""Only if the website knows the user is under 10 years old"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-QD63-HJ48""",pffc38aa1,36,,"""female""","""$115,000 to $149,999""","[True, True, True, True, False, True]",1,1,1,1,0,1,,,,,,,,,,0.833333333,
KZ-SS64-BED5,TRUE,4,"[false, true, true, false, true, false]",103,"[""Physical home address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-SS64-BED5""",pf9aa89af,25,,"""male""","""$85,000 to $114,999""","[False, True, True, False, True, False]",0,1,1,0,1,0,,,,,,,,,,0.5,
KZ-LLVW-XBQK,TRUE,4,"[true, true, true, false, true, true]",97,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-LLVW-XBQK""",pc5702541,45,,"""male""","""$200,000 or more""","[True, True, True, False, True, True]",1,1,1,0,1,1,,,,,,,,,,0.833333333,
KZ-H8T8-9U6R,TRUE,4,"[true, false, true, true, false, true]",68,"[""Web browser type or IP address"", ""By clearing their internet browser history"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For users aged 13â€“17 if they are not in school"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-H8T8-9U6R""",pa9facb18,38,,"""female""","""$60,000 to $84,999""","[True, False, True, True, False, True]",1,0,1,1,0,1,,,,,,,,,,0.666666667,
KZ-YNDQ-2MJC,TRUE,4,"[true, true, true, false, false, false]",85,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a third-party company requests it for advertising""]",,,,,"""KZ-YNDQ-2MJC""",pbb8248c5,40,,"""female""","""$60,000 to $84,999""","[True, True, True, False, False, False]",1,1,1,0,0,0,,,,,,,,,,0.5,
KZ-TTGY-Y658,TRUE,4,"[true, true, true, true, true, true]",132,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-TTGY-Y658""",pf5094dd8,53,,"""female""","""$10,000 to $24,999""","[True, True, True, True, True, True]",1,1,1,1,1,1,,,,,,,,,,1,
KZ-AAMQ-YHLG,TRUE,4,"[true, true, true, false, false, true]",67,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-AAMQ-YHLG""",pccec12e4,59,,"""male""","""$60,000 to $84,999""","[True, True, True, False, False, True]",1,1,1,0,0,1,,,,,,,,,,0.666666667,
KZ-YP4Q-T2CS,TRUE,4,"[false, true, false, false, true, true]",122,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-YP4Q-T2CS""",pf7a69759,30,,"""male""","""$25,000 to $39,999""","[False, True, False, False, True, True]",0,1,0,0,1,1,,,,,,,,,,0.5,
KZ-ZYEM-GWCZ,TRUE,4,"[true, false, true, false, true, true]",88,"[""Web browser type or IP address"", ""By clearing their internet browser history"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-ZYEM-GWCZ""",pfb916d4f,32,,"""female""","""$85,000 to $114,999""","[True, False, True, False, True, True]",1,0,1,0,1,1,,,,,,,,,,0.666666667,
KZ-AQQP-HDVB,TRUE,4,"[false, true, false, false, false, true]",66,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-AQQP-HDVB""",pd1cf7180,44,,"""male""","""$60,000 to $84,999""","[False, True, False, False, False, True]",0,1,0,0,0,1,,,,,,,,,,0.333333333,
KZ-G58A-7X4N,TRUE,5,"[true, true, true, true, false, false, false]",74,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""No, only anonymized data will be used to train AI models.""]","[true, true, true, true, true, false, true]",40,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""When a third-party company requests it for advertising"", ""Yes, but only if I am notified and consent.""]","""B""","""KZ-G58A-7X4N""",pc2117dc1,43,,"""male""","""$115,000 to $149,999""","[True, True, True, True, False, False, False]",1,1,1,1,0,0,0,"[True, True, True, True, True, False, True]",1,1,1,1,1,0,1,0.571428571,0.857142857
KZ-P9FF-BHDL,TRUE,5,"[true, false, true, false, false, false, false]",69,"[""Web browser type or IP address"", ""By disabling the app from their phone"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a third-party company requests it for advertising"", ""Yes, but only if I am notified and consent.""]","[true, true, true, false, true, true, true]",78,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, and this may occur without my consent.""]","""A""","""KZ-P9FF-BHDL""",pb903418f,39,,"""female""","""$85,000 to $114,999""","[True, False, True, False, False, False, False]",1,0,1,0,0,0,0,"[True, True, True, False, True, True, True]",1,1,1,0,1,1,1,0.285714286,0.857142857
KZ-TUE8-CMY4,TRUE,5,"[true, true, true, true, false, false, false]",85,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, but only if I am notified and consent.""]","[true, true, true, true, true, true, false]",58,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","""A""","""KZ-TUE8-CMY4""",pa03f650b,38,,"""female""","""Less than $9,999""","[True, True, True, True, False, False, False]",1,1,1,1,0,0,0,"[True, True, True, True, True, True, False]",1,1,1,1,1,1,0,0.571428571,0.857142857
KZ-79UR-7JM6,FALSE,5,"[false, true, true, false, false, true, false]",100,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","[false, true, true, false, true, true, true]",52,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, and this may occur without my consent.""]","""A""","""KZ-79UR-7JM6""",pf3c1385c,43,,"""female""","""$40,000 to $59,999""","[False, True, True, False, False, True, False]",0,1,1,0,0,1,0,"[False, True, True, False, True, True, True]",0,1,1,0,1,1,1,0.428571429,0.714285714
KZ-HV5G-GEVW,FALSE,5,"[true, false, false, false, true, false, true]",76,"[""Web browser type or IP address"", ""By clearing their internet browser history"", ""Automatically masks it before storing"", ""Through a public court hearing in the childâ€™s home state"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, but only if I am notified and consent.""]","[true, false, true, true, false, false, true]",65,"[""Web browser type or IP address"", ""By clearing their internet browser history"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a third-party company requests it for advertising"", ""Yes, but only if I am notified and consent.""]","""B""","""KZ-HV5G-GEVW""",pdb703d50,41,,"""female""","""$40,000 to $59,999""","[True, False, False, False, True, False, True]",1,0,0,0,1,0,1,"[True, False, True, True, False, False, True]",1,0,1,1,0,0,1,0.428571429,0.571428571
KZ-CUPA-HTX3,FALSE,5,"[false, false, false, false, true, false, false]",31,"[""None of the above"", ""By disabling the app from their phone"", ""Only collects it from children over the age of 10"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""When a third-party company requests it for advertising"", ""Yes, and this may occur without my consent.""]","[false, false, true, false, false, true, false]",86,"[""None of the above"", ""By reporting the childâ€™s profile to moderators"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For users aged 13â€“17 if they are not in school"", ""To perform business functions, comply with laws, or protect safety"", ""No, none of my childâ€™s data will be used to train AI models.""]","""B""","""KZ-CUPA-HTX3""",pd71674d4,34,,"""female""","""$25,000 to $39,999""","[False, False, False, False, True, False, False]",0,0,0,0,1,0,0,"[False, False, True, False, False, True, False]",0,0,1,0,0,1,0,0.142857143,0.285714286
KZ-DGA2-3D8Y,TRUE,5,"[true, true, true, true, true, true, true]",101,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]",[],0,[],"""B""","""KZ-DGA2-3D8Y""",pdf536a14,38,,"""male""","""$200,000 or more""","[True, True, True, True, True, True, True]",1,1,1,1,1,1,1,[],,,,,,,,1,
KZ-S5AT-EHWQ,TRUE,5,"[false, true, true, false, false, false, true]",99,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, but only if I am notified and consent.""]","[true, true, true, true, true, true, false]",72,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""No, none of my childâ€™s data will be used to train AI models.""]","""B""","""KZ-S5AT-EHWQ""",pad769d8f,27,,"""male""","""$40,000 to $59,999""","[False, True, True, False, False, False, True]",0,1,1,0,0,0,1,"[True, True, True, True, True, True, False]",1,1,1,1,1,1,0,0.428571429,0.857142857
KZ-BDKC-FWQZ,FALSE,5,"[true, false, false, false, true, true, true]",89,"[""Web browser type or IP address"", ""By reporting the childâ€™s profile to moderators"", ""Requests approval from the app store"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","[true, false, false, false, true, true, false]",40,"[""Web browser type or IP address"", ""By reporting the childâ€™s profile to moderators"", ""Requests approval from the app store"", ""Through a public court hearing in the childâ€™s home state"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""No, only anonymized data will be used to train AI models.""]","""B""","""KZ-BDKC-FWQZ""",pab9466d7,35,,"""male""","""$60,000 to $84,999""","[True, False, False, False, True, True, True]",1,0,0,0,1,1,1,"[True, False, False, False, True, True, False]",1,0,0,0,1,1,0,0.571428571,0.428571429
KZ-SK24-A3U9,FALSE,5,"[false, true, true, false, false, false, false]",47,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""Only if the website knows the user is under 10 years old"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, and this may occur without my consent.""]","[false, false, true, false, true, false, true]",41,"[""Social Security Number"", ""By clearing their internet browser history"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""When a third-party company requests it for advertising"", ""Yes, but only if I am notified and consent.""]","""B""","""KZ-SK24-A3U9""",pafa85f38,36,,"""male""","""$115,000 to $149,999""","[False, True, True, False, False, False, False]",0,1,1,0,0,0,0,"[False, False, True, False, True, False, True]",0,0,1,0,1,0,1,0.285714286,0.428571429
KZ-9F6Q-MV4G,TRUE,5,"[true, true, true, true, true, true, false]",31,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""No, none of my childâ€™s data will be used to train AI models.""]",[],0,[],"""B""","""KZ-9F6Q-MV4G""",pda5f850c,56,,"""male""","""$115,000 to $149,999""","[True, True, True, True, True, True, False]",1,1,1,1,1,1,0,[],,,,,,,,0.857142857,
KZ-KES8-BQGC,FALSE,5,"[false, true, true, false, true, false, false]",186,"[""None of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details"", ""No, none of my childâ€™s data will be used to train AI models.""]","[true, true, true, false, true, true, false]",94,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""No, none of my childâ€™s data will be used to train AI models.""]","""A""","""KZ-KES8-BQGC""",pb97a5dec,42,,"""male""","""$25,000 to $39,999""","[False, True, True, False, True, False, False]",0,1,1,0,1,0,0,"[True, True, True, False, True, True, False]",1,1,1,0,1,1,0,0.428571429,0.714285714
KZ-LAVH-DYRZ,FALSE,5,"[false, false, false, true, false, true, false]",38,"[""All of the above"", ""By clearing their internet browser history"", ""Requests approval from the app store"", ""A binding decision is made outside of court by a third party"", ""Only if the website knows the user is under 10 years old"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","[true, false, true, true, false, false, false]",42,"[""Web browser type or IP address"", ""By clearing their internet browser history"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a third-party company requests it for advertising"", ""Yes, but only if I am notified and consent.""]","""A""","""KZ-LAVH-DYRZ""",pf16c085f,40,,"""female""","""$115,000 to $149,999""","[False, False, False, True, False, True, False]",0,0,0,1,0,1,0,"[True, False, True, True, False, False, False]",1,0,1,1,0,0,0,0.285714286,0.428571429
KZ-4NNF-MEJ7,FALSE,5,"[false, true, true, false, false, true, true]",96,"[""None of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","[true, false, false, false, false, false, false]",87,"[""Web browser type or IP address"", ""By reporting the childâ€™s profile to moderators"", ""Automatically masks it before storing"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""No, none of my childâ€™s data will be used to train AI models.""]","""B""","""KZ-4NNF-MEJ7""",pa106f9ea,39,"""completedTradeTechicalVocationalTraing""","""male""","""$40,000 to $59,999""","[False, True, True, False, False, True, True]",0,1,1,0,0,1,1,"[True, False, False, False, False, False, False]",1,0,0,0,0,0,0,0.571428571,0.142857143
KZ-2ZEQ-Y69Q,FALSE,5,"[true, false, true, true, false, true, false]",176,"[""Web browser type or IP address"", ""By clearing their internet browser history"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""Only if the website knows the user is under 10 years old"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","[true, true, true, true, false, false, true]",51,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""Only if the website knows the user is under 10 years old"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, and this may occur without my consent.""]","""A""","""KZ-2ZEQ-Y69Q""",pfe1fba7d,46,,"""male""","""$60,000 to $84,999""","[True, False, True, True, False, True, False]",1,0,1,1,0,1,0,"[True, True, True, True, False, False, True]",1,1,1,1,0,0,1,0.571428571,0.714285714
KZ-DX5H-SAUP,FALSE,5,"[true, false, true, false, false, false, true]",85,"[""Web browser type or IP address"", ""By clearing their internet browser history"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""Only if the website knows the user is under 10 years old"", ""When a third-party company requests it for advertising"", ""Yes, but only if I am notified and consent.""]","[true, true, true, false, true, false, true]",63,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, but only if I am notified and consent.""]","""B""","""KZ-DX5H-SAUP""",pcf9360ef,36,,"""female""","""$85,000 to $114,999""","[True, False, True, False, False, False, True]",1,0,1,0,0,0,1,"[True, True, True, False, True, False, True]",1,1,1,0,1,0,1,0.428571429,0.714285714
